id,task,response,rt,correct,question_id
participant_47,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",20,38343,True,6
participant_47,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,65333,False,7
participant_48,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,29,24721,True,5
participant_48,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",10,20846,False,6
participant_48,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4,60647,True,4
participant_48,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,26559,False,7
participant_48,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,45216,True,2
participant_48,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,5,35003,False,1
participant_48,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,13177,True,3
participant_5,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.05,15782,True,1
participant_5,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",100,13277,False,2
participant_5,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",24,13929,False,3
participant_5,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",15,42401,False,4
participant_5,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,1,19732,False,5
participant_5,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",10,50261,False,6
participant_5,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,83418,False,7
participant_50,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,22955,False,7
participant_50,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",90,29829,False,6
participant_50,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,15,12789,False,5
participant_50,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",5,34606,False,4
participant_50,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",1,26676,False,2
participant_50,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.05,74591,True,1
participant_50,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",1,10261,False,3
participant_52,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,32832,False,1
participant_52,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,20774,True,2
participant_52,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",12,19933,False,3
participant_52,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4.5,48914,False,4
participant_52,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,29,21880,True,5
participant_52,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",20,30749,True,6
participant_52,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",profit,61270,True,7
participant_53,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",10,13955,False,6
participant_53,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,70055,False,7
participant_53,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,29,94360,True,5
participant_53,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4,40536,True,4
participant_53,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,4233,True,3
participant_53,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,3528,True,2
participant_53,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.05,7205,True,1
participant_54,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",20,41884,True,6
participant_54,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,29,37005,True,5
participant_54,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4,35830,True,4
participant_54,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",profit,25424,True,7
participant_54,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,59876,True,2
participant_54,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,28088,False,1
participant_54,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,6092,True,3
participant_55,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,626184,False,1
participant_55,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",100,13604,False,2
participant_55,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",24,25606,False,3
participant_55,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4,70267,True,4
participant_55,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,29,47723,True,5
participant_55,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",20,41294,True,6
participant_55,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,34525,False,7
participant_56,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,31,57368,False,5
participant_56,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",0,49679,False,6
participant_56,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",12,35160,False,4
participant_56,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,44172,False,7
participant_56,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,11563,True,2
participant_56,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,31310,False,1
participant_56,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,17790,True,3
participant_57,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.05,19071,True,1
participant_57,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,17211,True,2
participant_57,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,73793,True,3
participant_57,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",3,44371,False,4
participant_57,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,30,50838,False,5
participant_57,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",20,151689,True,6
participant_57,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,68543,False,7
participant_58,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,31598,False,7
participant_58,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",20,68711,True,6
participant_58,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,29,30544,True,5
participant_58,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4,40626,True,4
participant_58,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",100,8908,False,2
participant_58,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,29198,False,1
participant_58,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",24,27115,False,3
participant_59,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,62830,False,1
participant_59,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,48388,True,2
participant_59,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,46021,True,3
participant_59,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",5,115815,False,4
participant_59,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,15,20137,False,5
participant_59,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",20,77903,True,6
participant_59,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,58385,False,7
participant_6,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",20,39664,True,6
participant_6,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,93855,False,7
participant_6,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,30,96053,False,5
participant_6,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4,177075,True,4
participant_6,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,85389,True,3
participant_6,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,111610,True,2
participant_6,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.05,37208,True,1
participant_60,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",20,19461,True,6
participant_60,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,30,17369,False,5
participant_60,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4,14954,True,4
participant_60,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",profit,13128,True,7
participant_60,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,20118,True,2
participant_60,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,24663,False,1
participant_60,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",24,25270,False,3
participant_61,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,57400,False,1
participant_61,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",100,61043,False,2
participant_61,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",24,48336,False,3
participant_61,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",3,56239,False,4
participant_61,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,30,43983,False,5
participant_61,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",10,48358,False,6
participant_61,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",profit,69182,True,7
participant_62,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,30,19601,False,5
participant_62,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",0,66592,False,6
participant_62,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",6,14056,False,4
participant_62,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,81337,False,7
participant_62,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",20,37786,False,2
participant_62,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,9076,False,1
participant_62,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",24,22593,False,3
participant_63,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,10375,False,1
participant_63,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",100,10622,False,2
participant_63,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",24,9995,False,3
participant_63,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",6,49821,False,4
participant_63,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,30,16282,False,5
participant_63,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",20,46766,True,6
participant_63,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",profit,22871,True,7
participant_64,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,64144,False,7
participant_64,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",20,48269,True,6
participant_64,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,29,38781,True,5
participant_64,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4,63511,True,4
participant_64,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,44952,True,2
participant_64,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.05,221052,True,1
participant_64,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,39357,True,3
participant_65,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,23989,False,1
participant_65,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",100,24742,False,2
participant_65,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,112008,True,3
participant_65,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",9,65346,False,4
participant_65,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,29,27236,True,5
participant_65,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",10,39013,False,6
participant_65,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,81198,False,7
participant_66,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",0,42785,False,6
participant_66,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,42966,False,7
participant_66,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,30,40768,False,5
participant_66,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",3,58524,False,4
participant_66,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,30918,True,3
participant_66,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,25098,True,2
participant_66,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.05,32660,True,1
participant_67,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",10,19267,False,6
participant_67,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,15,15948,False,5
participant_67,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4,20947,True,4
participant_67,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",profit,16299,True,7
participant_67,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,31796,True,2
participant_67,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,20084,False,1
participant_67,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",24,17214,False,3
participant_68,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,7990,False,1
participant_68,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,4381,True,2
participant_68,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",24,8636,False,3
participant_68,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",24,3882,False,4
participant_68,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,30,33894,False,5
participant_68,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",10,7237,False,6
participant_68,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",profit,6583,True,7
participant_69,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,29,39660,True,5
participant_69,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",10,15582,False,6
participant_69,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",9,26463,False,4
participant_69,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,45648,False,7
participant_69,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,13868,True,2
participant_69,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.05,14880,True,1
participant_69,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,18406,True,3
participant_7,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,24584,False,1
participant_7,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",1000,27158,False,2
participant_7,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",48,12366,False,3
participant_7,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",3,19381,False,4
participant_7,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,30,12014,False,5
participant_7,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",25,12737,False,6
participant_7,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",profit,20251,True,7
participant_70,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",profit,27150,True,7
participant_70,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",80,58918,False,6
participant_70,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,31,34121,False,5
participant_70,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4,105052,True,4
participant_70,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,187487,True,2
participant_70,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,5052,False,1
participant_70,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,9382,True,3
participant_71,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.05,15168,True,1
participant_71,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",5,19480,True,2
participant_71,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,11728,True,3
participant_71,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",2,52805,False,4
participant_71,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,29,11745,True,5
participant_71,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",0,19062,False,6
participant_71,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",profit,39552,True,7
participant_72,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",10,52762,False,6
participant_72,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,72268,False,7
participant_72,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,29,35334,True,5
participant_72,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",500,70441,False,2
participant_72,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",12,152555,False,3
participant_72,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,18547,False,1
participant_72,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",6,68302,False,4
participant_73,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,0.1,19871,False,1
participant_73,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",100,37212,False,2
participant_73,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",24,51581,False,3
participant_73,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",9,38899,False,4
participant_73,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,30,17407,False,5
participant_73,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",10,45027,False,6
participant_73,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",profit,58571,True,7
participant_74,"Simon decided to invest $8,000 in the stock market 1 day early in 2008. Six months after he invested, in July 17, the stocks he had purchased were down 50%. Fortunately for Simon, from July 17 to October 17, the stocks he had purchased went up 75%. At this point...",loss,67500,False,7
participant_74,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",20,37369,True,6
participant_74,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,29,40812,True,5
participant_74,"If it takes 5 machines 5 min to make 5 widgets, how long would it take 100 machines to make 100 widgets?",100,159705,False,2
participant_74,"In a lake, there is a patch of lily pads. Every day, the patch doubles in size. If it takes 48 days for the patch to cover the entire lake, how long would it take for the patch to cover half of the lake?",47,74131,True,3
participant_74,A bat and a ball cost $1.10. The bat costs $1.00 more than the ball. How much does the ball cost?,10,28404,False,1
participant_74,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4,47119,True,4
participant_75,Jerry received both the 15th highest and 15th lowest mark in the class. How many students are in the class?,30,43835,False,5
participant_75,"A man buys a pig for $60, sells it for $70, buys it back for $80, and sells it finally for $90. How much has he made?",10,39033,False,6
participant_75,"If John can drink one barrel of water in 6 days, and Mary can drink one barrel of water in 12 days, how long would it take them to drink one barrel of water together?",4,58626,True,4
